eval_id,sample_id,pair_id,pair_index,seed_group,replicate,latent_seed,condition,entity_A,entity_B,left_choice,right_choice,correct_binding,drift,A_to_B_leakage,B_to_A_leakage,left_reason,right_reason,model
eval_1639,sample_0672,pair_087,87,1,3,1013,native_SS,a Scottish tartan wool blanket,a Swedish rya wool rug,A,B,1,0,0,0,green-red-black plaid motif and fringed edge directly mirror A-alone's tartan design and finish,monochrome striped pattern with textured weave matches B-alone's horizontal bands and tactile finish,qwen3-vl-235b-a22b-instruct
eval_0843,sample_0188,pair_087,87,2,1,2021,lsda_clean,a Scottish tartan wool blanket,a Swedish rya wool rug,A,B,1,0,0,0,green-red plaid pattern and fringe finish match A-alone,multi-tonal striped weave with soft texture matches B-alone,qwen3-vl-235b-a22b-instruct
eval_1381,sample_0188,pair_087,87,2,1,2021,native_SS,a Scottish tartan wool blanket,a Swedish rya wool rug,A,B,1,0,0,0,plaid grid with fringe and color blocking match A-alone,striped geometric pattern and woven texture match B-alone,qwen3-vl-235b-a22b-instruct
eval_1291,sample_0306,pair_087,87,2,2,2022,lsda_clean,a Scottish tartan wool blanket,a Swedish rya wool rug,A,B,1,0,0,0,green plaid with white and yellow intersecting lines matches A-alone,striped pattern with varied textures and earthy tones matches B-alone,qwen3-vl-235b-a22b-instruct
eval_0958,sample_0306,pair_087,87,2,2,2022,native_SS,a Scottish tartan wool blanket,a Swedish rya wool rug,A,B,1,0,0,0,plaid motif with intersecting colored bands and fringe matches A-alone’s tartan structure and color system,striped pattern with woven texture and fringed edge matches B-alone's horizontal bands and tactile weave,qwen3-vl-235b-a22b-instruct
eval_1590,sample_0655,pair_087,87,2,3,2023,lsda_clean,a Scottish tartan wool blanket,a Swedish rya wool rug,A,B,1,0,0,0,shares A-alone's tartan plaid pattern and green-red-white color system,matches B-alone's horizontal striped texture and warm color palette,qwen3-vl-235b-a22b-instruct
eval_1001,sample_0655,pair_087,87,2,3,2023,native_SS,a Scottish tartan wool blanket,a Swedish rya wool rug,A,B,1,0,0,0,plaid pattern and green/red/white color scheme match A-alone,horizontal striped texture and earthy color palette match B-alone,qwen3-vl-235b-a22b-instruct
eval_1570,sample_0035,pair_087,87,3,1,3031,lsda_clean,a Scottish tartan wool blanket,a Swedish rya wool rug,A,B,1,0,0,0,plaid pattern and fringe finish match A-alone,abstract geometric motifs and woven texture match B-alone,qwen3-vl-235b-a22b-instruct
eval_1638,sample_0035,pair_087,87,3,1,3031,native_SS,a Scottish tartan wool blanket,a Swedish rya wool rug,A,A,0,1,1,0,Plaid motif and color palette align with A-alone’s surface design.,Plaid pattern and fringed edge match A-alone’s textile style.,qwen3-vl-235b-a22b-instruct
eval_0431,sample_0348,pair_087,87,3,2,3032,lsda_clean,a Scottish tartan wool blanket,a Swedish rya wool rug,A,B,1,0,0,0,shares tartan plaid pattern and color palette with A-alone,features geometric diamond motif and fringed edge like B-alone,qwen3-vl-235b-a22b-instruct
eval_0606,sample_0348,pair_087,87,3,2,3032,native_SS,a Scottish tartan wool blanket,a Swedish rya wool rug,A,B,1,0,0,0,Green-red-white plaid pattern and fringed edge closely match A-alone’s tartan design and material impression.,Horizontal striped pattern with earthy tones and woven texture matches B-alone's geometric motif and textile finish.,qwen3-vl-235b-a22b-instruct
eval_1093,sample_0893,pair_087,87,3,3,3033,lsda_clean,a Scottish tartan wool blanket,a Swedish rya wool rug,A,B,1,0,0,0,Plaid pattern and green/blue color system align with A-alone's surface design.,Textured weave and earthy color palette match B-alone's material impression.,qwen3-vl-235b-a22b-instruct
eval_0821,sample_0893,pair_087,87,3,3,3033,native_SS,a Scottish tartan wool blanket,a Swedish rya wool rug,A,B,1,0,0,0,Green plaid pattern with white and yellow lines matches A-alone's color system and motif.,Horizontal striped weave and fringed edge match B-alone's texture and finish.,qwen3-vl-235b-a22b-instruct
eval_1547,sample_0412,pair_088,88,1,1,1011,lsda_clean,a Navajo wool rug,a Kyrgyz shyrdak felt rug,A,B,1,0,0,0,matches geometric zigzag patterns and earthy red/white/black palette of A-alone,shares floral motifs and blue-red-orange color system with B-alone,qwen3-vl-235b-a22b-instruct
eval_1371,sample_0412,pair_088,88,1,1,1011,native_SS,a Navajo wool rug,a Kyrgyz shyrdak felt rug,B,A,0,1,1,1,"Matches B-alone’s floral medallion, blue field, and ornamental border style.",Shares bold geometric motifs and red/cream/black color system with A-alone.,qwen3-vl-235b-a22b-instruct
eval_0819,sample_0538,pair_088,88,1,2,1012,lsda_clean,a Navajo wool rug,a Kyrgyz shyrdak felt rug,A,B,1,0,0,0,"matches A-alone’s earth-tone palette, stepped diamond motif, and striped border","shares red field, blue/white geometric motifs, and border pattern with B-alone",qwen3-vl-235b-a22b-instruct
eval_0772,sample_0538,pair_088,88,1,2,1012,native_SS,a Navajo wool rug,a Kyrgyz shyrdak felt rug,A,B,1,0,0,0,"dominant angular zigzag and stepped diamond motifs in muted earth tones, matching A-alone’s geometric structure and palette","rich red field with complex geometric and curvilinear motifs, similar to B-alone's ornate pattern and color density",qwen3-vl-235b-a22b-instruct
eval_1195,sample_0451,pair_088,88,1,3,1013,lsda_clean,a Navajo wool rug,a Kyrgyz shyrdak felt rug,A,B,1,0,0,0,"mirrors A's horizontal banding, geometric shapes, and earthy color palette",shares B's central medallion motif and floral border ornamentation,qwen3-vl-235b-a22b-instruct
eval_1702,sample_0451,pair_088,88,1,3,1013,native_SS,a Navajo wool rug,a Kyrgyz shyrdak felt rug,B,A,0,1,1,1,"Matches B's vibrant blue field, floral border elements, and central medallion structure.","Shares A's earthy reds, browns, and geometric zigzag motifs with flat woven texture.",qwen3-vl-235b-a22b-instruct
eval_0063,sample_0364,pair_088,88,2,1,2021,lsda_clean,a Navajo wool rug,a Kyrgyz shyrdak felt rug,A,B,1,0,0,0,"matches A-alone’s geometric diamond, striped bands, and neutral color palette","shares red field, floral medallion, and ornate border motifs with B-alone",qwen3-vl-235b-a22b-instruct
eval_1457,sample_0364,pair_088,88,2,1,2021,native_SS,a Navajo wool rug,a Kyrgyz shyrdak felt rug,B,A,0,1,1,1,"Displays floral medallion and curvilinear forms with rich red-blue palette, matching B-alone’s ornamental style.","Shares geometric zigzag and stepped motifs with A-alone, using similar earthy reds, creams, and grays.",qwen3-vl-235b-a22b-instruct
eval_0789,sample_0030,pair_088,88,2,2,2022,lsda_clean,a Navajo wool rug,a Kyrgyz shyrdak felt rug,A,B,1,0,0,0,neutral gray-beige field with bold black/white/red diamond and stepped borders like A-alone,rich red base with complex geometric motifs and multicolor accents like B-alone,qwen3-vl-235b-a22b-instruct
eval_0611,sample_0030,pair_088,88,2,2,2022,native_SS,a Navajo wool rug,a Kyrgyz shyrdak felt rug,B,A,0,1,1,1,"Matches B's dense maze-like pattern, saturated red field, and multicolor ornamental finish.","Shares A's geometric diamond motif, red/white/black palette, and striped border texture.",qwen3-vl-235b-a22b-instruct
eval_1143,sample_0552,pair_088,88,2,3,2023,lsda_clean,a Navajo wool rug,a Kyrgyz shyrdak felt rug,A,B,1,0,0,0,matches A-alone’s geometric zigzag patterns and grayscale/red color blocking,"shares red field, blue border, and floral/curvilinear motifs with B-alone",qwen3-vl-235b-a22b-instruct
eval_0896,sample_0552,pair_088,88,2,3,2023,native_SS,a Navajo wool rug,a Kyrgyz shyrdak felt rug,B,A,0,1,1,1,"Matches B-alone’s dense floral/medallion motifs, color palette, and ornamental complexity.","Shares red field, geometric diamond motifs, and similar border patterns with A-alone.",qwen3-vl-235b-a22b-instruct
eval_0287,sample_0734,pair_088,88,3,1,3031,lsda_clean,a Navajo wool rug,a Kyrgyz shyrdak felt rug,A,B,1,0,0,0,matches A-alone’s geometric zigzag patterns and earthy color palette,"shares red field, floral motifs, and ornate central medallion with B-alone",qwen3-vl-235b-a22b-instruct
eval_1215,sample_0734,pair_088,88,3,1,3031,native_SS,a Navajo wool rug,a Kyrgyz shyrdak felt rug,B,A,0,1,1,1,"Matches rich red field, ornate medallion design, and floral/zoomorphic motifs.",Shared neutral beige base and geometric motifs with fringed edges.,qwen3-vl-235b-a22b-instruct
eval_0139,sample_0186,pair_088,88,3,2,3032,lsda_clean,a Navajo wool rug,a Kyrgyz shyrdak felt rug,A,B,1,0,0,0,matches A's bold angular zigzag patterns and limited earthy color scheme,shares B's dense geometric motifs and red/blue/cream color palette with ornate borders,qwen3-vl-235b-a22b-instruct
eval_0904,sample_0186,pair_088,88,3,2,3032,native_SS,a Navajo wool rug,a Kyrgyz shyrdak felt rug,B,A,0,1,1,1,"Matches B-alone’s ornate central medallion, floral corner motifs, and blue-red color scheme.",Shares bold red-black-white palette and angular geometric motifs with A-alone.,qwen3-vl-235b-a22b-instruct
eval_1583,sample_0037,pair_088,88,3,3,3033,lsda_clean,a Navajo wool rug,a Kyrgyz shyrdak felt rug,A,B,1,0,0,0,"mirrors A-alone’s color palette, stepped diamond motif, and fringe finish","shares red field, blue geometric motifs, and dense border patterns with B-alone",qwen3-vl-235b-a22b-instruct
eval_0523,sample_0037,pair_088,88,3,3,3033,native_SS,a Navajo wool rug,a Kyrgyz shyrdak felt rug,A,B,1,0,0,0,matches A-alone’s bold angular patterns and red/gray/cream palette,shares dense geometric motifs and red/blue color system with B-alone,qwen3-vl-235b-a22b-instruct
eval_1177,sample_0269,pair_089,89,1,1,1011,lsda_clean,a Persian floral carpet,a Tibetan khaden carpet,A,B,1,0,0,0,"mirrors A's dominant red field, central medallion design, and similar floral texture",shares B's dense border motifs and vibrant multicolor palette with orange/red accents,qwen3-vl-235b-a22b-instruct
eval_0646,sample_0269,pair_089,89,1,1,1011,native_SS,a Persian floral carpet,a Tibetan khaden carpet,A,B,1,0,0,0,"matches A-alone’s vibrant red field, floral medallion, and ornate border patterns",shares dense geometric motifs and muted earth-tone palette with B-alone,qwen3-vl-235b-a22b-instruct
eval_0359,sample_0881,pair_089,89,1,2,1012,lsda_clean,a Persian floral carpet,a Tibetan khaden carpet,A,B,1,0,0,0,"matches A's dense floral-medallion pattern, deep red field, and dark ornate borders",shares B's blocky geometric motifs and muted peach-pink field with border medallions,qwen3-vl-235b-a22b-instruct
eval_0479,sample_0881,pair_089,89,1,2,1012,native_SS,a Persian floral carpet,a Tibetan khaden carpet,A,B,1,0,0,0,"dense floral medallion pattern with rich red and blue palette, mirroring A-alone's ornate motifs","plain beige field with subtle texture and minimal ornament, matching B-alone's minimalist finish",qwen3-vl-235b-a22b-instruct
eval_0792,sample_0452,pair_089,89,1,3,1013,lsda_clean,a Persian floral carpet,a Tibetan khaden carpet,A,B,1,0,0,0,"matches A's deep red field, dense floral patterns, and dark ornate borders","shares B's pink field, blue border, and medallion-in-square motif structure",qwen3-vl-235b-a22b-instruct
eval_1361,sample_0452,pair_089,89,1,3,1013,native_SS,a Persian floral carpet,a Tibetan khaden carpet,A,B,1,0,0,0,matches A's deep red ground and dense floral vine motifs,shares B's coral field color and structured medallion layout,qwen3-vl-235b-a22b-instruct
eval_0040,sample_0448,pair_089,89,2,1,2021,lsda_clean,a Persian floral carpet,a Tibetan khaden carpet,A,B,1,0,0,0,"matches A-alone’s deep red ground, floral patterns, and ornate border design","shares red field, blue central medallion, and border motifs with B-alone",qwen3-vl-235b-a22b-instruct
eval_1454,sample_0448,pair_089,89,2,1,2021,native_SS,a Persian floral carpet,a Tibetan khaden carpet,B,A,0,1,1,1,mirrors the faded pastel field and subtle border pattern of B-alone,shares dense floral motifs and deep red/cream color palette with A-alone,qwen3-vl-235b-a22b-instruct
eval_0442,sample_0161,pair_089,89,2,2,2022,lsda_clean,a Persian floral carpet,a Tibetan khaden carpet,A,B,1,0,0,0,"matches A's central medallion, red field, and floral border motifs",shares B's geometric panel layout and blue-orange color system,qwen3-vl-235b-a22b-instruct
eval_0797,sample_0161,pair_089,89,2,2,2022,native_SS,a Persian floral carpet,a Tibetan khaden carpet,B,A,0,1,1,1,"Matches B-alone’s symmetrical geometric pattern, color palette of blue/orange/red, and central panel layout.","Shares deep red field, intricate floral medallion, and similar border motifs with A-alone.",qwen3-vl-235b-a22b-instruct
eval_1647,sample_0038,pair_089,89,2,3,2023,lsda_clean,a Persian floral carpet,a Tibetan khaden carpet,A,B,1,0,0,0,"Matches A's dense floral medallion, color palette, and ornamental complexity.","Shares B's field color, border pattern density, and faded texture.",qwen3-vl-235b-a22b-instruct
eval_0914,sample_0038,pair_089,89,2,3,2023,native_SS,a Persian floral carpet,a Tibetan khaden carpet,B,A,0,1,1,1,Mirrors B-alone’s geometric border pattern and color blocking.,Shares dense floral motifs and red-dominant palette with A-alone.,qwen3-vl-235b-a22b-instruct
eval_1132,sample_0181,pair_089,89,3,1,3031,lsda_clean,a Persian floral carpet,a Tibetan khaden carpet,A,B,1,0,0,0,matches deep red ground and dense geometric border pattern of A-alone,shares warm orange-red field and floral medallion motifs with B-alone,qwen3-vl-235b-a22b-instruct
eval_0138,sample_0181,pair_089,89,3,1,3031,native_SS,a Persian floral carpet,a Tibetan khaden carpet,A,B,1,0,0,0,matches deep red field and dense geometric border pattern of A-alone,shares warm red-orange field and floral medallion motifs with B-alone,qwen3-vl-235b-a22b-instruct
eval_0873,sample_0547,pair_089,89,3,2,3032,lsda_clean,a Persian floral carpet,a Tibetan khaden carpet,A,B,1,0,0,0,"Matches A's dense floral medallion, intricate border motifs, and rich red-blue tonal harmony.",Shares B's blocky geometric pattern and saturated blue-red palette with flat color fields.,qwen3-vl-235b-a22b-instruct
eval_0167,sample_0547,pair_089,89,3,2,3032,native_SS,a Persian floral carpet,a Tibetan khaden carpet,B,A,0,1,1,1,"plain red field with simple geometric border and lighter background tones, mirroring B-alone's minimalism and color contrast","rich red field with dense floral motifs and dark border, matching A-alone's ornate pattern and color depth",qwen3-vl-235b-a22b-instruct
eval_0793,sample_0898,pair_089,89,3,3,3033,lsda_clean,a Persian floral carpet,a Tibetan khaden carpet,A,B,1,0,0,0,"matches A's deep red field, dense floral medallion, and dark ornate border texture","shares B's muted beige ground, geometric border motifs, and faded patina finish",qwen3-vl-235b-a22b-instruct
eval_1523,sample_0898,pair_089,89,3,3,3033,native_SS,a Persian floral carpet,a Tibetan khaden carpet,A,B,1,0,0,0,"matches A's dense floral motifs, deep red field, and ornate border pattern","shares B's distressed, faded finish and color saturation with dominant red-orange border",qwen3-vl-235b-a22b-instruct
eval_0423,sample_0116,pair_090,90,1,1,1011,lsda_clean,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,B,1,0,0,0,blue-and-white angular patterns with striped bands echoing A-alone's design language,deep red field with intricate geometric medallions and border motifs matching B-alone,qwen3-vl-235b-a22b-instruct
eval_0593,sample_0116,pair_090,90,1,1,1011,native_SS,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,B,1,0,0,0,blue and cream abstract geometric patterns with striped texture and fringe echoing A-alone's material impression and motif style,rich red field with intricate geometric medallions and border motifs matching B-alone's ornamental density and color palette,qwen3-vl-235b-a22b-instruct
eval_0625,sample_0326,pair_090,90,1,2,1012,lsda_clean,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,B,1,0,0,0,"off-white ground with black linear diamond patterns and fringed edges mirrors A-alone’s minimalist, earthy texture and motif","rich red/blue palette and dense geometric floral motifs match B-alone’s ornate, saturated surface style",qwen3-vl-235b-a22b-instruct
eval_0981,sample_0326,pair_090,90,1,2,1012,native_SS,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,A,0,1,1,0,"Matches A-alone’s monochrome palette, geometric diamond patterns, and distressed woven texture.","Shared off-white ground, black linear motifs, and fringed edges with low pile texture.",qwen3-vl-235b-a22b-instruct
eval_1645,sample_0296,pair_090,90,1,3,1013,lsda_clean,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,B,1,0,0,0,"Matches A-alone’s palette of cream and teal, linear banding, and angular geometric patterns.","Shares deep red ground, dense geometric borders, and ornate central medallion motifs with B-alone.",qwen3-vl-235b-a22b-instruct
eval_0540,sample_0296,pair_090,90,1,3,1013,native_SS,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,A,0,1,1,0,"Matches A's linear motifs and flat, woven texture.",Shares A's monochrome palette and geometric line work.,qwen3-vl-235b-a22b-instruct
eval_0800,sample_0505,pair_090,90,2,1,2021,lsda_clean,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,B,1,0,0,0,"soft off-white ground with striped, abstracted diamond patterns matches A-alone",rich red/blue palette and dense geometric motifs match B-alone,qwen3-vl-235b-a22b-instruct
eval_0999,sample_0505,pair_090,90,2,1,2021,native_SS,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,A,0,1,1,0,matches A's minimalist black-on-cream pattern and flat weave texture,shares A's monochrome palette and geometric line work,qwen3-vl-235b-a22b-instruct
eval_1320,sample_0185,pair_090,90,2,2,2022,lsda_clean,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,B,1,0,0,0,beige ground with black linear patterns and sparse color echoes A-alone,rich red/blue palette and dense geometric motifs match B-alone,qwen3-vl-235b-a22b-instruct
eval_1644,sample_0185,pair_090,90,2,2,2022,native_SS,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,A,0,1,1,0,"Matches A's neutral palette, linear patterns, and fringed edge finish.","Shares A's off-white ground, black geometric motifs, and coarse woven texture.",qwen3-vl-235b-a22b-instruct
eval_1263,sample_0519,pair_090,90,2,3,2023,lsda_clean,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,B,1,0,0,0,"Striped layout with abstract geometric patterns and soft pastel accents aligns with A-alone’s loose, colorful banding style.",Deep red field with geometric medallions and dense border motifs match B-alone’s ornamental density and color palette.,qwen3-vl-235b-a22b-instruct
eval_1347,sample_0519,pair_090,90,2,3,2023,native_SS,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,B,1,0,0,0,bold angular patterns and color blocking resemble A-alone,rich red/blue palette and dense geometric motifs match B-alone,qwen3-vl-235b-a22b-instruct
eval_1633,sample_0285,pair_090,90,3,1,3031,lsda_clean,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,B,1,0,0,0,beige ground with black linear patterns mirrors A-alone’s texture and design,rich red/blue palette and dense geometric motifs match B-alone,qwen3-vl-235b-a22b-instruct
eval_0335,sample_0285,pair_090,90,3,1,3031,native_SS,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,A,0,1,1,0,"matches A's earthy color palette, geometric patterns, and fringed border finish","shares A's neutral beige base, loose black line motifs, and low-pile texture",qwen3-vl-235b-a22b-instruct
eval_0645,sample_0830,pair_090,90,3,2,3032,lsda_clean,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,B,1,0,0,0,cream ground with large diamond lozenges and pink/blue accents mirroring A-alone,deep red field with dense geometric medallions and border motifs matching B-alone,qwen3-vl-235b-a22b-instruct
eval_0931,sample_0830,pair_090,90,3,2,3032,native_SS,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,B,1,0,0,0,soft pastel palette with diamond medallion and stepped borders echoing A-alone,rich red field with dense geometric motifs and border patterns matching B-alone,qwen3-vl-235b-a22b-instruct
eval_0696,sample_0636,pair_090,90,3,3,3033,lsda_clean,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,B,1,0,0,0,Cream ground with multicolored diamond lattices and tribal patterns mirroring A-alone.,Deep red field with dense geometric medallions and border motifs matching B-alone.,qwen3-vl-235b-a22b-instruct
eval_0762,sample_0636,pair_090,90,3,3,3033,native_SS,a Moroccan geometric wool rug,an Afghan Baluch wool rug,A,A,0,1,1,0,"Matches A's off-white ground, bold black linear patterns, and minimalist tribal texture.","Shares A's light cream base, geometric diamond motifs, and black linear ornamentation.",qwen3-vl-235b-a22b-instruct
eval_1719,sample_0352,pair_091,91,1,1,1011,lsda_clean,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,A,B,1,0,0,0,vertical blue stripes on white ground match A-alone,blue-green gradient with speckled texture matches B-alone,qwen3-vl-235b-a22b-instruct
eval_1743,sample_0352,pair_091,91,1,1,1011,native_SS,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,A,B,1,0,0,0,"Both exhibit smooth, striped vertical motifs with high-gloss finish and similar color saturation.","Both feature mottled, speckled surface texture with greenish-blue tones.",qwen3-vl-235b-a22b-instruct
eval_1040,sample_0286,pair_091,91,1,2,1012,lsda_clean,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,A,B,1,0,0,0,mirrors wavy rim and vertical striation pattern of A-alone,shares teal-green gradient and marbled texture with B-alone,qwen3-vl-235b-a22b-instruct
eval_0160,sample_0286,pair_091,91,1,2,1012,native_SS,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,B,A,0,1,1,1,"Swirling teal and amber tones with layered texture resemble B-alone’s patterned, marbled glass surface.","Smooth, translucent green glass with subtle internal striations matches A-alone’s material and finish.",qwen3-vl-235b-a22b-instruct
eval_1180,sample_0561,pair_091,91,1,3,1013,lsda_clean,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,A,B,1,0,0,0,"Vibrant blue with vertical ribbing and ruffled rim mirrors A-alone’s glossy, sculpted surface treatment.","Green glass with embedded speckles and mottled texture matches B-alone’s aged, impure finish.",qwen3-vl-235b-a22b-instruct
eval_1113,sample_0561,pair_091,91,1,3,1013,native_SS,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,A,B,1,0,0,0,"Vibrant blue with vertical ribbing and glossy finish mirrors A-alone’s polished, ridged surface.",Green glass with subtle striations and matte finish matches B-alone’s aged texture and muted tone.,qwen3-vl-235b-a22b-instruct
eval_1098,sample_0092,pair_091,91,2,1,2021,lsda_clean,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,A,B,1,0,0,0,"The left entity in Candidate AB mirrors A-alone’s vertical ribbing, blue-green gradient, and smooth glossy finish.","The right entity in Candidate AB shares the mottled, bubbly texture and turquoise coloration with B-alone.",qwen3-vl-235b-a22b-instruct
eval_0651,sample_0092,pair_091,91,2,1,2021,native_SS,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,B,A,0,1,1,1,"Teal color and smooth, subtly ribbed surface resemble B-alone’s teal base and fluid texture.",Green hue and speckled texture match A-alone's green vertical stripes and mottled finish.,qwen3-vl-235b-a22b-instruct
eval_1125,sample_0398,pair_091,91,2,2,2022,lsda_clean,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,A,B,1,0,0,0,"Ruffled rim, vertical stripes, and gold accents mirror A-alone’s decorative technique and finish.",Green base with dark striations matches B-alone’s color system and texture.,qwen3-vl-235b-a22b-instruct
eval_1174,sample_0398,pair_091,91,2,2,2022,native_SS,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,A,B,1,0,0,0,Ruffled rim and striped yellow-green finish mirror A-alone’s surface style.,Green glass with dark striations matches B-alone’s color and texture.,qwen3-vl-235b-a22b-instruct
eval_0097,sample_0856,pair_091,91,2,3,2023,lsda_clean,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,A,B,1,0,0,0,"Fluted, amber-tinted rim and vertical striations mirror A-alone’s decorative finish.",Green glass with linear internal texture matches B-alone's material and pattern.,qwen3-vl-235b-a22b-instruct
eval_0839,sample_0856,pair_091,91,2,3,2023,native_SS,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,B,B,0,1,0,1,Smooth glossy blue-green surface shares color tone and sheen with B-alone.,Green glass with textured surface matches B-alone's material and finish.,qwen3-vl-235b-a22b-instruct
eval_1165,sample_0446,pair_091,91,3,1,3031,lsda_clean,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,A,B,1,0,0,0,Vertical yellow streaks and fluted rim align with A-alone’s surface motifs.,Mottled green-blue texture and speckled finish match B-alone.,qwen3-vl-235b-a22b-instruct
eval_0014,sample_0446,pair_091,91,3,1,3031,native_SS,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,B,A,0,1,1,1,matches B-alone’s solid green color and smooth glossy finish,shares yellow/white striped pattern and mottled texture with A-alone,qwen3-vl-235b-a22b-instruct
eval_1015,sample_0677,pair_091,91,3,2,3032,lsda_clean,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,A,B,1,0,0,0,Yellow-green striped texture and orange handles match A-alone.,Green textured surface with mottled pattern matches B-alone.,qwen3-vl-235b-a22b-instruct
eval_0195,sample_0677,pair_091,91,3,2,3032,native_SS,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,B,A,0,1,1,1,"Matches B-alone’s solid green hue and vertical striation pattern, differing from A-alone’s multicolor weave.","Shares warm gradient tones and glossy finish with A-alone, unlike B-alone's uniform green texture.",qwen3-vl-235b-a22b-instruct
eval_0080,sample_0141,pair_091,91,3,3,3033,lsda_clean,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,A,B,1,0,0,0,Vertical striped blue-yellow glass finish and motif align with A-alone’s surface decoration.,Green and yellow streaked glass texture matches B-alone's color system and surface pattern.,qwen3-vl-235b-a22b-instruct
eval_0760,sample_0141,pair_091,91,3,3,3033,native_SS,a Venetian Murano glass vase,a Palestinian Hebron blown-glass vase,B,A,0,1,1,1,Matches B-alone’s warm amber-orange swirls and speckled mottling pattern.,Shares vertical striated texture and cool blue-green gradient with A-alone.,qwen3-vl-235b-a22b-instruct
eval_1770,sample_0454,pair_092,92,1,1,1011,lsda_clean,a Bohemian cut-glass vase,a Czech Železný Brod art-glass vase,A,B,1,0,0,0,etched floral motifs and clear glass finish match A-alone,blue and white striped glass texture matches B-alone,qwen3-vl-235b-a22b-instruct
eval_0198,sample_0454,pair_092,92,1,1,1011,native_SS,a Bohemian cut-glass vase,a Czech Železný Brod art-glass vase,A,B,1,0,0,0,etched floral motifs and clear crystal texture match A-alone's decorative technique,blue streaked glass with iridescent finish matches B-alone's surface style,qwen3-vl-235b-a22b-instruct
eval_0750,sample_0156,pair_092,92,1,2,1012,lsda_clean,a Bohemian cut-glass vase,a Czech Železný Brod art-glass vase,A,B,1,0,0,0,etched floral motifs on red glass resemble A-alone's engraved patterns and decorative technique,swirling green-blue glass with fluid texture matches B-alone's material and finish,qwen3-vl-235b-a22b-instruct
eval_0035,sample_0156,pair_092,92,1,2,1012,native_SS,a Bohemian cut-glass vase,a Czech Železný Brod art-glass vase,A,B,1,0,0,0,Clear glass with engraved floral motifs and cut patterns mirrors A-alone’s decorative technique.,Green-blue gradient with fluid swirls matches B-alone's color system and organic texture.,qwen3-vl-235b-a22b-instruct
eval_0088,sample_0503,pair_092,92,1,3,1013,lsda_clean,a Bohemian cut-glass vase,a Czech Železný Brod art-glass vase,A,B,1,0,0,0,Blue cut-glass with crisp floral motifs and etched ornamentation mirrors A-alone’s decorative technique.,"Green glass with fluid, swirled texture and organic finish matches B-alone’s material impression.",qwen3-vl-235b-a22b-instruct
eval_1487,sample_0503,pair_092,92,1,3,1013,native_SS,a Bohemian cut-glass vase,a Czech Železný Brod art-glass vase,A,B,1,0,0,0,Blue glass with crisp engraved floral motifs and geometric detailing mirrors A-alone's ornamental finish.,"Green glass with fluid, organic texture and blended color gradients matches B-alone's style.",qwen3-vl-235b-a22b-instruct
eval_0893,sample_0164,pair_092,92,2,1,2021,lsda_clean,a Bohemian cut-glass vase,a Czech Železný Brod art-glass vase,A,B,1,0,0,0,etched floral motifs and clear-cut texture match A-alone,swirling multicolor glass with iridescent finish like B-alone,qwen3-vl-235b-a22b-instruct
eval_0753,sample_0164,pair_092,92,2,1,2021,native_SS,a Bohemian cut-glass vase,a Czech Železný Brod art-glass vase,A,B,1,0,0,0,clear cut-glass with geometric starburst and leaf motifs mirrors A-alone's engraved decorative technique and crisp finish,yellow-green marbled glass with floral etching matches B-alone's fluid color blending and organic texture,qwen3-vl-235b-a22b-instruct
