attribution,consensus_A_affected,consensus_B_affected,consensus_shift,entity_A,entity_A_diagnostic,entity_B,entity_B_diagnostic,gemini_candidate_A_score,gemini_candidate_B_score,gemini_shift,gemini_standalone_A_correct,gemini_standalone_B_correct,gemini_valid,latent_seed,native_task_id,pair_id,pair_index,qwen_candidate_A_score,qwen_candidate_B_score,qwen_shift,qwen_standalone_A_correct,qwen_standalone_B_correct,qwen_valid,replicate,sample_id,seed_group,standalone_A_task_id,standalone_B_task_id
mixed_or_uncertain,True,False,True,a Turkish flat-woven kilim,"a Turkish flat-woven kilim with interlocked wool wefts in red, blue, orange, and cream, showing hooked diamonds, ram horns, and stepped medallions",a Serbian Pirot kilim,"a Serbian Pirot kilim with a reversible flat weave and red, black, blue, and white geometry, showing turtles, hooks, and repeated protective motifs",2,3,True,False,True,True,2022,pair_086_native_SS_g2_r2_s2022,pair_086,86,2,4,True,True,True,True,2,sample_0765,2,pair_086_standalone_A_g2_r2_s2022,pair_086_standalone_B_g2_r2_s2022
mixed_or_uncertain,False,True,True,a Turkish flat-woven kilim,"a Turkish flat-woven kilim with interlocked wool wefts in red, blue, orange, and cream, showing hooked diamonds, ram horns, and stepped medallions",a Romanian Oltenian kilim,"a Romanian Oltenian kilim with a flat-woven wool surface in red, green, blue, and cream, showing stylized flowers, birds, and vertical bouquet arrangements",3,1,True,True,False,True,3032,pair_085_native_SS_g3_r2_s3032,pair_085,85,4,3,True,True,True,True,2,sample_0767,3,pair_085_standalone_A_g3_r2_s3032,pair_085_standalone_B_g3_r2_s3032
composition_mechanism_failure,False,True,True,a Chinese Dehua blanc-de-Chine porcelain figurine,"a Chinese Dehua blanc-de-Chine porcelain figurine with an ivory-white surface, modeled robes, and carved details without painted color",a Japanese Hirado porcelain figurine,"a Japanese Hirado porcelain figurine with delicate underglaze-blue accents, showing miniature modeling and textile details",4,3,True,True,True,True,1011,pair_009_native_SS_g1_r1_s1011,pair_009,9,4,3,True,True,True,True,1,sample_0768,1,pair_009_standalone_A_g1_r1_s1011,pair_009_standalone_B_g1_r1_s1011
mixed_or_uncertain,True,True,True,an ancient Greek black-figure ceramic amphora,"an ancient Greek black-figure ceramic amphora with black silhouettes on red clay, showing mythological figures arranged in horizontal narrative registers",an ancient Cypriot bichrome ceramic amphora,"an ancient Cypriot bichrome ceramic amphora with red and black painted lines on a pale clay body, showing concentric circles, birds, and compact geometric panels",3,2,True,True,False,True,3033,pair_023_native_SS_g3_r3_s3033,pair_023,23,4,4,True,True,False,True,3,sample_0771,3,pair_023_standalone_A_g3_r3_s3033,pair_023_standalone_B_g3_r3_s3033
composition_mechanism_failure,True,False,True,a French Sèvres porcelain vase,"a French Sèvres porcelain vase with a bleu-céleste ground, gilded bronze-like ornament, and painted floral or courtly reserve panels",a Russian Imperial Porcelain cobalt-net vase,"a Russian Imperial Porcelain cobalt-net vase with cobalt-blue lattice, gold intersections, and radiating rosette motifs",2,2,True,True,True,True,1013,pair_007_native_SS_g1_r3_s1013,pair_007,7,4,5,True,True,True,True,3,sample_0772,1,pair_007_standalone_A_g1_r3_s1013,pair_007_standalone_B_g1_r3_s1013
mixed_or_uncertain,True,True,True,a Chinese silk-brocade robe,"a Chinese silk-brocade robe woven with colored silk and gold thread, showing dragons, clouds, waves, and organized auspicious emblems",an Assamese muga-silk robe,"an Assamese muga-silk robe woven from naturally golden silk with red, green, and black supplementary motifs, showing stylized flowers and geometric borders",3,3,True,True,True,True,2022,pair_066_native_SS_g2_r2_s2022,pair_066,66,2,3,True,False,True,True,2,sample_0775,2,pair_066_standalone_A_g2_r2_s2022,pair_066_standalone_B_g2_r2_s2022
mixed_or_uncertain,True,True,True,an Indian Ajrakh block-printed cloth,"an Indian Ajrakh block-printed cloth with layered resist printing in indigo, madder red, black, and white, showing precisely repeated stars and interlocking geometry",a Chinese Nantong blue-calico cloth,"a Chinese Nantong blue-calico cloth with indigo resist dyeing on cotton, showing white flowers, birds, fish, and auspicious folk motifs against a deep-blue ground",2,2,True,False,False,True,3033,pair_073_native_SS_g3_r3_s3033,pair_073,73,2,3,True,True,True,True,3,sample_0779,3,pair_073_standalone_A_g3_r3_s3033,pair_073_standalone_B_g3_r3_s3033
composition_mechanism_failure,True,False,True,a Moroccan Fes ceramic bowl,"a Moroccan Fes ceramic bowl with a white glazed body painted in cobalt blue, green, and yellow, showing organized star, arabesque, and palmette motifs",an Algerian Kabyle pottery bowl,"an Algerian Kabyle pottery bowl made of hand-built earthenware with red, black, and white painted decoration, showing triangles, chevrons, and protective geometric signs",2,4,True,True,False,True,1011,pair_018_native_SS_g1_r1_s1011,pair_018,18,2,3,True,True,True,True,1,sample_0783,1,pair_018_standalone_A_g1_r1_s1011,pair_018_standalone_B_g1_r1_s1011
mixed_or_uncertain,False,True,True,an Italian tooled-leather wall panel,"an Italian tooled-leather wall panel made from embossed and gilded leather, showing scrolling acanthus leaves, heraldic forms, and brown-and-gold relief",a Spanish Córdoba guadamecí leather panel,"a Spanish Córdoba guadamecí leather panel made from silvered, painted, and embossed leather, showing Renaissance arabesques, flowers, and richly colored metallic relief",3,2,True,False,False,True,3033,pair_097_native_SS_g3_r3_s3033,pair_097,97,4,2,True,False,True,True,3,sample_0786,3,pair_097_standalone_A_g3_r3_s3033,pair_097_standalone_B_g3_r3_s3033
knowledge_insufficiency,True,False,True,an Indian Dhokra bronze figurine,"an Indian Dhokra bronze figurine made by lost-wax casting with an earthy bronze surface, showing elongated limbs, coiled-wire textures, and stylized tribal ornament",a Ghanaian Asante brass goldweight figurine,"a Ghanaian Asante brass goldweight figurine made by lost-wax casting in compact geometric form, showing a proverb-inspired human, animal, or tool motif with textured details",2,2,True,False,True,True,1012,pair_055_native_SS_g1_r2_s1012,pair_055,55,0,4,True,False,True,True,2,sample_0792,1,pair_055_standalone_A_g1_r2_s1012,pair_055_standalone_B_g1_r2_s1012
mixed_or_uncertain,True,True,True,an Indian Bidriware box,"an Indian Bidriware box made of blackened zinc alloy inlaid with silver, showing poppy flowers, geometric lattices, and arabesques",an Egyptian Mamluk-style inlaid-brass box,"an Egyptian Mamluk-style inlaid-brass box made of brass inlaid with silver and copper, showing monumental calligraphy, interlaced medallions, and geometric borders",2,2,True,True,False,True,1012,pair_048_native_SS_g1_r2_s1012,pair_048,48,2,2,True,True,True,True,2,sample_0793,1,pair_048_standalone_A_g1_r2_s1012,pair_048_standalone_B_g1_r2_s1012
knowledge_insufficiency,True,True,True,an Inuit soapstone figurine,"an Inuit soapstone figurine carved from dark gray-green stone with rounded tactile surfaces, showing a compact animal or human figure with incised details",a Kenyan Kisii soapstone figurine,"a Kenyan Kisii soapstone figurine carved from pale soapstone and polished, showing an abstract intertwined human or animal form with rounded contours",2,2,True,False,False,True,1011,pair_100_native_SS_g1_r1_s1011,pair_100,100,2,3,True,False,False,True,1,sample_0795,1,pair_100_standalone_A_g1_r1_s1011,pair_100_standalone_B_g1_r1_s1011
composition_mechanism_failure,True,False,True,a Japanese Imari porcelain jar,"a Japanese Imari porcelain jar with cobalt-blue underglaze and iron-red and gold overglaze decoration, showing floral panels and patterned reserves",a Korean Joseon iron-painted porcelain jar,"a Korean Joseon iron-painted porcelain jar with freely brushed iron-brown decoration on white porcelain, showing dragons, bamboo, or abbreviated floral motifs",3,2,True,True,False,True,2022,pair_004_native_SS_g2_r2_s2022,pair_004,4,2,4,True,True,True,True,2,sample_0797,2,pair_004_standalone_A_g2_r2_s2022,pair_004_standalone_B_g2_r2_s2022
mixed_or_uncertain,False,True,True,an Acoma Pueblo pottery jar,"an Acoma Pueblo pottery jar with a pale clay body and black-and-red painting, showing -line rain, stepped-cloud, and interlocking geometric motifs",a Catawba burnished pottery jar,"a Catawba burnished pottery jar made of unglazed hand-coiled clay with a smoky brown surface, showing a polished finish and incised details",2,2,True,True,False,True,3031,pair_024_native_SS_g3_r1_s3031,pair_024,24,4,3,True,True,True,True,1,sample_0808,3,pair_024_standalone_A_g3_r1_s3031,pair_024_standalone_B_g3_r1_s3031
knowledge_insufficiency,True,False,True,a Chinese sancai glazed ceramic jar,"a Chinese sancai glazed ceramic jar with amber, green, and cream lead glazes over a rounded earthenware body, showing drips and molded relief bands",a Peruvian Chulucanas pottery jar,"a Peruvian Chulucanas pottery jar with a burnished clay surface in black, cream, and brown, showing negative-painted geometric bands and abstract figures",2,3,True,False,True,True,1011,pair_022_native_SS_g1_r1_s1011,pair_022,22,2,5,True,False,True,True,1,sample_0812,1,pair_022_standalone_A_g1_r1_s1011,pair_022_standalone_B_g1_r1_s1011
knowledge_insufficiency,True,True,True,an Indian Dhokra bronze figurine,"an Indian Dhokra bronze figurine made by lost-wax casting with an earthy bronze surface, showing elongated limbs, coiled-wire textures, and stylized tribal ornament",a Ghanaian Asante brass goldweight figurine,"a Ghanaian Asante brass goldweight figurine made by lost-wax casting in compact geometric form, showing a proverb-inspired human, animal, or tool motif with textured details",3,2,True,False,False,True,2023,pair_055_native_SS_g2_r3_s2023,pair_055,55,0,0,True,False,False,True,3,sample_0820,2,pair_055_standalone_A_g2_r3_s2023,pair_055_standalone_B_g2_r3_s2023
composition_mechanism_failure,False,True,True,a Japanese sashiko textile panel,"a Japanese sashiko textile panel stitched with white running thread on indigo cotton, showing repeating hemp-leaf, wave, and linked-diamond reinforcement patterns",a Romanian ie-embroidery textile panel,"a Romanian ie-embroidery textile panel worked in red, black, blue, and metallic thread, showing vertical floral bands, diamonds, and region-specific geometric motifs",4,2,True,True,True,True,1013,pair_076_native_SS_g1_r3_s1013,pair_076,76,2,1,True,False,True,True,3,sample_0826,1,pair_076_standalone_A_g1_r3_s1013,pair_076_standalone_B_g1_r3_s1013
mixed_or_uncertain,True,True,True,a Spanish Toledo damascened box,"a Spanish Toledo damascened box made of blackened steel inlaid with gold and silver, showing Moorish arabesques and geometric filigree patterns",a Japanese nunome-zōgan metal-inlay box,"a Japanese nunome-zōgan metal-inlay box made of dark iron overlaid with gold and silver textile-like inlay, showing waves, flowers, and geometric bands",2,3,True,True,False,True,3031,pair_045_native_SS_g3_r1_s3031,pair_045,45,2,3,True,False,True,True,1,sample_0827,3,pair_045_standalone_A_g3_r1_s3031,pair_045_standalone_B_g3_r1_s3031
shift_location_disagreement,False,False,True,a Moroccan geometric wool rug,"a Moroccan geometric wool rug with a hand-knotted or flat-woven wool surface, showing diamonds, zigzags, and irregular bands in earth colors",an Afghan Baluch wool rug,"an Afghan Baluch wool rug with a dark wool pile in deep red, brown, navy, and ivory, showing repeated prayer niches, hooked medallions, and compact tribal borders",4,2,True,True,True,True,3032,pair_090_native_SS_g3_r2_s3032,pair_090,90,3,4,True,True,True,True,2,sample_0830,3,pair_090_standalone_A_g3_r2_s3032,pair_090_standalone_B_g3_r2_s3032
mixed_or_uncertain,False,True,True,a Turkish flat-woven kilim,"a Turkish flat-woven kilim with interlocked wool wefts in red, blue, orange, and cream, showing hooked diamonds, ram horns, and stepped medallions",a Romanian Oltenian kilim,"a Romanian Oltenian kilim with a flat-woven wool surface in red, green, blue, and cream, showing stylized flowers, birds, and vertical bouquet arrangements",4,2,True,False,False,True,1012,pair_085_native_SS_g1_r2_s1012,pair_085,85,4,2,True,True,True,True,2,sample_0838,1,pair_085_standalone_A_g1_r2_s1012,pair_085_standalone_B_g1_r2_s1012
mixed_or_uncertain,True,True,True,an Italian tooled-leather wall panel,"an Italian tooled-leather wall panel made from embossed and gilded leather, showing scrolling acanthus leaves, heraldic forms, and brown-and-gold relief",a Spanish Córdoba guadamecí leather panel,"a Spanish Córdoba guadamecí leather panel made from silvered, painted, and embossed leather, showing Renaissance arabesques, flowers, and richly colored metallic relief",2,2,True,True,False,True,3032,pair_097_native_SS_g3_r2_s3032,pair_097,97,5,3,True,True,True,True,2,sample_0839,3,pair_097_standalone_A_g3_r2_s3032,pair_097_standalone_B_g3_r2_s3032
composition_mechanism_failure,False,True,True,a Japanese silk kimono,"a Japanese silk kimono with a lustrous woven ground and dyed or embroidered decoration, showing cranes, cherry blossoms, water, and seasonal motifs",a Lao sinh silk skirt,"a Lao sinh silk skirt with supplementary-weft silk bands and patterned borders, showing diamonds, serpents, temple forms, and jewel colors",4,2,True,True,True,True,1011,pair_061_native_SS_g1_r1_s1011,pair_061,61,3,2,True,True,True,True,1,sample_0842,1,pair_061_standalone_A_g1_r1_s1011,pair_061_standalone_B_g1_r1_s1011
mixed_or_uncertain,False,True,True,a Mexican Talavera de Puebla plate,"a Mexican Talavera de Puebla plate with opaque white tin glaze, decorated with cobalt-blue, yellow, green, and orange painted floral and geometric bands",a Romanian Horezu pottery plate,"a Romanian Horezu pottery plate made of glazed earthenware with combed slip decoration, showing brown, green, blue, and ochre spirals, rosettes, and the Horezu rooster",4,1,True,True,False,True,3033,pair_016_native_SS_g3_r3_s3033,pair_016,16,5,3,True,True,True,True,3,sample_0843,3,pair_016_standalone_A_g3_r3_s3033,pair_016_standalone_B_g3_r3_s3033
composition_mechanism_failure,True,False,True,an Acoma Pueblo pottery jar,"an Acoma Pueblo pottery jar with a pale clay body and black-and-red painting, showing -line rain, stepped-cloud, and interlocking geometric motifs",a Catawba burnished pottery jar,"a Catawba burnished pottery jar made of unglazed hand-coiled clay with a smoky brown surface, showing a polished finish and incised details",2,3,True,True,True,True,3032,pair_024_native_SS_g3_r2_s3032,pair_024,24,3,5,True,True,True,True,2,sample_0847,3,pair_024_standalone_A_g3_r2_s3032,pair_024_standalone_B_g3_r2_s3032
knowledge_insufficiency,False,True,True,a Japanese Bizen stoneware vase,"a Japanese Bizen stoneware vase with an unglazed reddish-brown body marked by natural ash deposits and flame flashes, showing an austere asymmetrical form",a French Puisaye stoneware vase,"a French Puisaye stoneware vase with a dark salt-glazed stoneware body and earthy brown-to-gray surface, showing incised bands and robust hand-thrown proportions",4,2,True,True,False,True,1012,pair_029_native_SS_g1_r2_s1012,pair_029,29,3,2,True,False,False,True,2,sample_0861,1,pair_029_standalone_A_g1_r2_s1012,pair_029_standalone_B_g1_r2_s1012
composition_mechanism_failure,False,True,True,a Japanese sashiko textile panel,"a Japanese sashiko textile panel stitched with white running thread on indigo cotton, showing repeating hemp-leaf, wave, and linked-diamond reinforcement patterns",a Romanian ie-embroidery textile panel,"a Romanian ie-embroidery textile panel worked in red, black, blue, and metallic thread, showing vertical floral bands, diamonds, and region-specific geometric motifs",3,2,True,False,True,True,3033,pair_076_native_SS_g3_r3_s3033,pair_076,76,2,1,True,False,True,True,3,sample_0863,3,pair_076_standalone_A_g3_r3_s3033,pair_076_standalone_B_g3_r3_s3033
knowledge_insufficiency,True,True,True,an Indian Dhokra bronze figurine,"an Indian Dhokra bronze figurine made by lost-wax casting with an earthy bronze surface, showing elongated limbs, coiled-wire textures, and stylized tribal ornament",a Ghanaian Asante brass goldweight figurine,"a Ghanaian Asante brass goldweight figurine made by lost-wax casting in compact geometric form, showing a proverb-inspired human, animal, or tool motif with textured details",2,2,True,False,False,True,3032,pair_055_native_SS_g3_r2_s3032,pair_055,55,2,3,True,False,False,True,2,sample_0864,3,pair_055_standalone_A_g3_r2_s3032,pair_055_standalone_B_g3_r2_s3032
knowledge_insufficiency,True,True,True,a Chinese Longquan celadon vase,"a Chinese Longquan celadon vase with a thick translucent sea-green glaze over a balanced stoneware form, showing carved lotus petals and defined ridges",a Thai Si Satchanalai celadon vase,"a Thai Si Satchanalai celadon vase with an olive-green crackled glaze over gray stoneware, showing incised lotus petals, ring bands, and a high-shouldered profile",2,2,True,False,False,True,3031,pair_030_native_SS_g3_r1_s3031,pair_030,30,3,3,True,False,False,True,1,sample_0867,3,pair_030_standalone_A_g3_r1_s3031,pair_030_standalone_B_g3_r1_s3031
mixed_or_uncertain,False,True,True,a Dutch blue-and-white Delftware vase,"a Dutch blue-and-white Delftware vase with opaque white tin glaze, painted in cobalt blue with canal-house, tulip, and ornamental border motifs",a Tunisian Qallaline faience vase,"a Tunisian Qallaline faience vase with tin glaze, painted in cobalt blue, green, ochre, and manganese with cypress, arch, and floral motifs",4,2,True,True,False,True,1012,pair_013_native_SS_g1_r2_s1012,pair_013,13,5,3,True,True,True,True,2,sample_0868,1,pair_013_standalone_A_g1_r2_s1012,pair_013_standalone_B_g1_r2_s1012
mixed_or_uncertain,False,True,True,a Persian floral carpet,"a Persian floral carpet with a wool pile and central medallion, showing curving vines, palmettes, and flowers in deep red, blue, and ivory",a Tibetan khaden carpet,"a Tibetan khaden carpet with a compact wool pile in red, blue, yellow, and cream, showing snow lions, lotus flowers, clouds, or checkerboard motifs",4,2,True,True,False,True,1012,pair_089_native_SS_g1_r2_s1012,pair_089,89,5,1,True,True,True,True,2,sample_0881,1,pair_089_standalone_A_g1_r2_s1012,pair_089_standalone_B_g1_r2_s1012
